load_id,efficiency
1,1.000032186160541
2,1.0001999158966415
3,1.0000131786229345
4,1.0000279405104464
5,1.0000181244551758
6,1.0000220584491728
7,1.0000275328096253
8,1.000034076110242
9,1.0000429256182517
10,1.0000604157419724
11,1.0000429258536425
12,1.0000467484736717
13,10.099978815430232
14,1.0002358749908964
15,1.0000339200457768
