load_id,efficiency,proportional,equality_min,min_max,jain
1,1.00026664221658,1.0099999899999998,1.1305879664582013,4.146930043434047,2.66388159557777
2,1.774725520134395,1.0099999899999998,1.851076304221171,4.089063445577407,9.999925599491588
3,1.000662513942599,1.0099999899999998,0.9999999900005823,1.0000001838163277,1.0000003637159862
4,1.8632071279224904,1.0099999899999998,0.9999999901849358,4.09445589699241,2.0091477434267375
5,1.0002111188805298,1.0099999899999998,0.9999999925320839,4.170230988637622,1.0000046727499627
6,1.0000917896808905,1.0099999899999998,0.9999999900325629,3.8053401655652657,3.8907085134717407
7,1.0975278172601721,1.0099999899999998,1.4848698171497825,2.169240370151039,1.000093079892417
8,1.0002307461104545,1.0099999899999998,1.1000104076160642,1.0143994173839017,1.0003332667042881
9,1.0003547895951952,1.0099999899999998,2.614558926667491,1.0182209258139403,1.1003720295915325
10,1.0004082168767867,1.0099999899999998,1.6559689581718302,4.096828085599893,9.999959466511008
11,1.0003548800917554,1.0099999899999998,1.4055635953561276,4.136020738173818,9.999999496712567
12,1.7535870933183386,1.0099999899999998,2.4599848015529195,1.003769147259112,9.999990184870397
13,1.778059466433199,1.0099999899999998,1.8856902845871937,4.078480176986686,6.010491126858612
14,1.001422636923103,1.0099999899999998,0.9999999902951591,1.6662910687994064,8.293789495181562
15,1.09975943954548,1.0099999899999998,2.562415586877856,1.0008562316728258,1.0000074092514677
