case,fair_func,total_demand,final_pshed,final_pd_served,pct_shed,pct_served,relaxed_pshed_final,objective
motivation_a,efficiency,3466.0,693.1999723997837,2772.8000276002167,19.999999203686777,80.00000079631323,693.1989972908341,4303.716061630112
motivation_a,proportional,3466.0,693.1999723588624,2772.8000276411376,19.999999202506128,80.00000079749387,693.1968948064798,2800.5280001895485
motivation_a,min_max,3466.0,693.1999723595087,2772.800027640491,19.999999202524776,80.00000079747521,693.1976387208415,11138.012147283318
motivation_a,equality_min,3466.0,738.7365489904404,2727.2634510095595,21.313806952984432,78.68619304701556,693.1989270220799,23940.460899028443
motivation_a,jain,3466.0,693.1999725134889,2772.8000274865117,19.999999206967363,80.00000079303265,693.1991807621798,11762.827326009485
motivation_b,efficiency,3466.0,78.05172490607873,1534.9482750939212,2.2519251271228717,44.28587060282519,693.1989921856584,3065.507573518104
motivation_b,proportional,3466.0,693.1999723588291,2772.800027641171,19.999999202505165,80.00000079749483,693.196483549329,2800.5280001895817
motivation_b,min_max,3466.0,693.1999723588297,2772.8000276411703,19.999999202505183,80.00000079749482,693.1973643442834,11137.355034783006
motivation_b,equality_min,3466.0,738.5517094280488,2727.4482905719506,21.30847401696621,78.69152598303377,693.1990513118217,23735.67205582438
motivation_b,jain,3466.0,693.1999725139937,2772.8000274860065,19.99999920698193,80.00000079301807,693.1990841705119,11803.768554574468
motivation_c,efficiency,3466.0,693.1999723183585,2772.800027681642,19.99999920133752,80.0000007986625,693.1989007972734,4303.940948372717
motivation_c,proportional,3466.0,693.1999723588291,2772.8000276411713,19.999999202505165,80.00000079749483,693.1961790476222,2800.5280001895817
motivation_c,min_max,3466.0,693.1999723035805,2772.8000276964194,19.99999920091115,80.00000079908884,693.1987435229166,11125.271054569434
motivation_c,equality_min,3466.0,738.5517095293178,2727.4482904706824,21.308474019887992,78.691525980112,693.1989749494187,23735.691548902672
motivation_c,jain,3466.0,693.199972514456,2772.800027485544,19.99999920699527,80.00000079300473,693.199011718391,11824.982529565075
