bus_id,vm_avg,z_voltage
1,1.0124455288086092,0.9582701280474551
2,1.0124455329266662,0.9582701331679897
3,1.0198292068730228,0.9726406709319293
4,1.0120359718243002,0.9588388518243435
5,1.0198259356232142,0.9726393445219509
6,1.0302539550149732,0.9780320476210289
7,1.016922969759627,0.9633659311093524
8,1.0221153365543167,0.9704376405304357
9,1.0221153455885756,0.970437651275548
10,1.02211534007001,0.9704376466114396
11,1.0124521209614514,0.9582782068880246
12,1.01908714581717,0.9737612612077733
13,1.0214068129910743,0.9694334881689818
14,1.0169306271708856,0.9633747646413555
15,1.0221153455885654,0.9704376515407218
16,1.022115345588592,0.9704376513962123
