bus_id,vm_avg,z_voltage
1,1.022304435945886,0.9800753574263045
2,1.0223044474317613,0.9800753744812087
3,1.0233780509247772,0.9913170307039726
4,1.0210347565994307,0.9821677146044338
5,1.0233730548422446,0.9913152976076777
6,1.0500000052443634,1.0000000048108393
7,1.0247834191526883,0.9822957517475098
8,1.0281298539603472,0.9874667131360815
9,1.028129855677421,0.9874667263748789
10,1.028129843976821,0.9874667001071105
11,1.022307826162127,0.9800800796392398
12,1.0232041263829907,0.9914570257349533
13,1.0273451556490116,0.9857062131177554
14,1.0247834171352508,0.9822957588671262
15,1.0232041263829725,0.9914570257348777
16,1.028129854090561,0.9874667175460636
17,1.0247834191275935,0.9822957570471587
18,1.0281298576620297,0.9874667246288578
